title,rating,rating_counts
Our Family Wedding,3.2,5
Our Idiot Brother,2.1666666666666665,3
Our Kind of Traitor,4.0,18
Out Cold,2.6666666666666665,6
Out of Africa,2.5,3
Out of Inferno,3.7872340425531914,94
Out of Sight,3.0,1
Out of Time,2.75,4
Out of the Blue,3.022727272727273,44
Out of the Dark,2.8333333333333335,6
Out of the Furnace,3.59375,16
Outside Bet,3.125,4
Outside Providence,2.45,10
Over Her Dead Body,3.5,4
Over the Hedge,3.013157894736842,38
Owning Mahowny,3.2,5
Oz: The Great and Powerful,3.6458333333333335,24
P.S. I Love You,2.9,5
PCU,2.6,5
Paa,3.75,4
Pacific Rim,3.888888888888889,18
Paddington,3.8041666666666667,120
Pain & Gain,3.6923076923076925,13
Paint Your Wagon,3.25,6
Pale Rider,3.0,1
Palo Alto,3.5,37
Pan,4.186241610738255,298
Pan's Labyrinth,4.5,1
Pandaemonium,2.911764705882353,17
Pandora's Box,4.625,4
Pandorum,3.0784313725490198,51
Panic Room,3.269230769230769,13
Paparazzi,3.511904761904762,42
Paper Towns,3.5,4
ParaNorman,3.230769230769231,13
Paranormal Activity,3.8295454545454546,44
Paranormal Activity 2,3.0,4
Paranormal Activity 3,3.5,9
Paranormal Activity 4,4.0,6
Paranormal Activity: The Marked Ones,3.0416666666666665,12
Parental Guidance,3.6666666666666665,9
"Paris, je t'aime",4.0,1
Parker,3.977272727272727,22
Partition,4.416666666666667,6
Party Monster,3.0,1
Passchendaele,3.409090909090909,22
Pat Garrett & Billy the Kid,3.5,4
Patch Adams,3.0208333333333335,24
Pathology,3.5,3
Patriot Games,2.94,25
Patton,3.1666666666666665,3
Paul,4.181818181818182,11
Paul Blart: Mall Cop,3.738095238095238,21
Paul Blart: Mall Cop 2,4.25,72
Pay It Forward,3.4545454545454546,33
Payback,3.8333333333333335,3
Paycheck,4.245098039215686,102
"Peace, Propaganda & the Promised Land",3.6818181818181817,11
Peaceful Warrior,3.1666666666666665,3
Pearl Harbor,3.6465968586387434,191
Peeples,3.6538461538461537,26
Peggy Sue Got Married,3.7142857142857144,7
Penguins of Madagascar,4.210416666666666,240
Penitentiary,4.25,2
People I Know,3.9761904761904763,84
Percy Jackson & the Olympians: The Lightning Thief,3.9027777777777777,108
Percy Jackson: Sea of Monsters,3.7962962962962963,54
Perfect Cowboy,4.5,1
Perfume: The Story of a Murderer,3.0,1
Perrier’s Bounty,3.5,10
Persepolis,3.857142857142857,7
Pet Sematary,3.0,3
Pete's Dragon,3.111111111111111,9
Phantasm II,2.75,2
Phat Girlz,3.75,4
Phenomenon,2.82,25
Philadelphia,1.75,2
Philomena,3.6744186046511627,43
Phone Booth,4.0,2
Pineapple Express,2.5454545454545454,22
Pink Narcissus,2.6666666666666665,3
"Pink Ribbons, Inc.",3.189655172413793,29
Pinocchio,3.8317757009345796,107
Piranha 3D,4.0,2
Pirates of the Caribbean: At World's End,2.3333333333333335,3
Pirates of the Caribbean: Dead Man's Chest,2.75,2
Pirates of the Caribbean: The Curse of the Black Pearl,4.05,40
Pitch Black,2.5,1
Pitch Perfect,3.0,10
Pitch Perfect 2,2.5555555555555554,9
Pixels,3.4125,40
Planet 51,2.6363636363636362,22
Planet of the Apes,3.2,5
Plastic,4.0,8
Platoon,3.5,3
Play It to the Bone,3.7916666666666665,12
Playing for Keeps,3.8916666666666666,60
Please Give,3.0,5
Plush,4.0,12
Pocahontas,3.433333333333333,15
Pocketful of Miracles,1.6666666666666667,3
Poetic Justice,3.6973684210526314,38
Point Blank,2.6666666666666665,3
Point Break,3.673076923076923,52
Pokémon: Spell of the Unknown,2.857142857142857,7
Police Academy,3.0,6
Police Academy: Mission to Moscow,2.5681818181818183,22
Polisse,3.5,9
Pollock,3.8333333333333335,3
Poltergeist,2.75,2
Poltergeist III,3.25,4
Pompeii,3.5319148936170213,47
Pontypool,4.5,2
Ponyo,3.95,20
Pooh's Heffalump Movie,3.838709677419355,31
Poolhall Junkies,3.3333333333333335,3
Pootie Tang,2.3333333333333335,3
Porky's,3.8636363636363638,11
Poseidon,3.6666666666666665,30
Post Grad,2.675,20
Poultrygeist: Night of the Chicken Dead,3.6,5
Pound of Flesh,2.7,15
Practical Magic,4.125,32
Precious,2.75,4
Predator,3.2857142857142856,14
Predator 2,3.325,40
Predators,3.0,13
Prefontaine,3.75,8
Premium Rush,4.5,1
Premonition,2.5,3
Pride & Prejudice,2.4,5
Pride and Glory,2.65,10
Pride and Prejudice and Zombies,2.1666666666666665,3
Priest,4.2,85
Primary Colors,2.609090909090909,110
Primer,2.625,4
Prince of Persia: The Sands of Time,3.6578947368421053,95
Princess Kaiulani,3.0,3
Princess Mononoke,3.6,10
Prison,2.0,4
Prisoners,2.9932432432432434,74
Private Benjamin,4.333333333333333,207
Project Almanac,2.8125,8
Project X,3.0,7
Prom,3.6666666666666665,3
Prom Night,3.9166666666666665,42
Prometheus,3.255813953488372,43
Promised Land,3.357142857142857,7
Proof of Life,3.8333333333333335,15
Prophecy,2.75,6
Proud,3.8,25
Psycho,4.083333333333333,18
Psycho Beach Party,3.0,85
Public Enemies,3.857142857142857,7
Pulp Fiction,3.3125,8
Pulse,2.903225806451613,62
Punch-Drunk Love,2.6,10
Punisher: War Zone,4.222222222222222,9
Purple Violets,3.480769230769231,26
Pushing Tin,3.125,8
Puss in Boots,3.873684210526316,95
Quantum of Solace,3.0106382978723403,47
Quarantine,3.6666666666666665,3
Quartet,2.7857142857142856,7
Queen Crab,2.590909090909091,11
Queen of the Damned,3.34375,16
Queen of the Mountains,3.9,5
Quest for Camelot,3.6818181818181817,11
Quest for Fire,3.730769230769231,13
Quigley Down Under,3.8222222222222224,45
Quills,2.9,5
Quo Vadis,3.0833333333333335,6
R.I.P.D.,3.238095238095238,126
R.L. Stine's Monsterville: The Cabinet of Souls,3.0,2
R100,3.5223880597014925,134
RED,3.675,40
RED 2,3.1214285714285714,70
Rabbit Hole,2.4705882352941178,17
Rabbit-Proof Fence,4.2,5
Race,1.5714285714285714,7
Race to Witch Mountain,3.8,5
Rachel Getting Married,3.3333333333333335,3
Racing Stripes,2.8333333333333335,6
Radio,3.0,2
Radio Days,2.75,4
Radio Flyer,3.28,25
Raging Bull,3.9,35
Raiders of the Lost Ark,3.14,25
Rain Man,2.5833333333333335,6
Raise Your Voice,4.142857142857143,7
Raise the Titanic,2.847826086956522,23
Raising Cain,3.5,2
Raising Helen,3.7777777777777777,18
Raising Victor Vargas,3.4,5
Ramanujan,3.909090909090909,11
Rambo III,3.6666666666666665,3
Ramona and Beezus,3.380952380952381,21
Rampage,4.0,1
Random Hearts,3.0045045045045047,111
Rang De Basanti,4.0,4
Rango,3.5789473684210527,19
Ransom,3.358974358974359,39
Rapa Nui,3.6818181818181817,11
Rat Race,2.7857142857142856,28
Ravenous,2.375,8
Ray,3.1666666666666665,21
Raymond Did It,4.0,1
Re-Kill,4.230769230769231,13
Ready to Rumble,3.3333333333333335,3
Real Steel,3.310810810810811,37
Real Women Have Curves,3.5,5
Reality Show,2.5,3
Rebecca,3.6666666666666665,6
Recess: School's Out,4.166666666666667,12
Red Cliff,3.6,5
Red Dawn,1.5,2
Red Dog,3.75,2
Red Dragon,3.8623853211009176,109
Red Eye,2.375,8
Red Lights,3.1666666666666665,3
Red Planet,3.5,1
Red Riding Hood,2.8333333333333335,9
Red Riding: In the Year of Our Lord 1974,2.4,5
Red River,2.857142857142857,7
Red Sky,3.772727272727273,11
Red Sonja,3.4375,8
Red State,3.5714285714285716,7
Red Tails,3.7818181818181817,55
Redacted,3.0454545454545454,11
Redbelt,4.166666666666667,3
Redemption Road,3.0,2
Reds,3.7,5
Regression,3.1296296296296298,27
Reign Over Me,3.557142857142857,35
Reign of Assassins,3.603448275862069,29
Reign of Fire,3.3484848484848486,33
Reindeer Games,3.5,2
Religulous,3.75,4
Remember Me,2.8783783783783785,37
"Remember Me, My Love",3.8636363636363638,22
Remember the Titans,3.142857142857143,21
Renaissance,3.25,8
Renaissance Man,3.4270833333333335,48
Rendition,2.5,1
Reno 911!: Miami,4.25,2
Rent,3.75,2
Repo Man,3.65,10
Repo Men,3.1,15
Repo! The Genetic Opera,3.75,12
Requiem for a Dream,3.0,2
Rescue Dawn,3.1875,16
Reservoir Dogs,3.409090909090909,11
Resident Evil,2.973684210526316,19
Resident Evil: Afterlife,3.2280701754385963,57
Resident Evil: Apocalypse,3.4,40
Resident Evil: Extinction,3.6169354838709675,124
Resident Evil: Retribution,3.621359223300971,103
Restless,3.7,5
Restoration,2.8333333333333335,6
Resurrecting the Champ,3.25,4
Return of the Jedi,4.2,5
Return of the Living Dead 3,4.333333333333333,3
Return to Never Land,3.5476190476190474,42
Return to Oz,3.3,10
Return to the Blue Lagoon,3.425373134328358,67
Revolutionary Road,3.8,5
Richard III,3.825,20
Riddick,3.6,5
Ride Along,3.91875,80
Ride Along 2,2.4,20
Ride with the Devil,2.59375,16
Riding Giants,2.0,1
Riding in Cars with Boys,3.7666666666666666,45
Righteous Kill,4.28125,16
Rio,3.65,70
Rio 2,3.953125,160
Ripley's Game,3.46875,16
Rise of the Entrepreneur: The Search for a Better Way,4.4,5
Rise of the Guardians,3.64,75
Rise of the Planet of the Apes,3.556451612903226,124
Risen,2.7142857142857144,7
River's Edge,3.25,4
Rize,3.625,4
Ri¢hie Ri¢h,2.8333333333333335,24
Road Hard,3.0,3
Road House,3.6136363636363638,22
Road Trip,3.5,2
Road to Perdition,3.3189655172413794,58
Roadside,3.6666666666666665,3
Roadside Romeo,4.125,4
Roar,3.5,1
Rob Roy,2.55,10
Robin Hood,3.8194444444444446,144
Robin Hood: Prince of Thieves,5.0,1
Robin and Marian,3.25,16
RoboCop,3.590909090909091,77
RoboCop 3,4.0,7
Robot & Frank,2.5,2
Robots,3.5694444444444446,72
Rock Star,2.566666666666667,30
Rock of Ages,3.55859375,128
RockNRolla,2.7222222222222223,9
Rockaway,4.142857142857143,14
Rocket Singh: Salesman of the Year,3.5,2
Rocky,3.0,1
Rocky Balboa,3.4642857142857144,14
Rodeo Girl,3.9444444444444446,9
Roger & Me,4.333333333333333,3
Role Models,4.375,4
Roll Bounce,2.75,14
Rollerball,2.3125,8
Romance & Cigarettes,3.108695652173913,23
Romeo + Juliet,3.25,4
Romeo Is Bleeding,2.6666666666666665,18
Romeo Must Die,3.0,3
Ronin,3.5,4
Room,4.0,3
Rosemary's Baby,3.0833333333333335,6
Rosewater,3.3,5
Rotor DR1,2.5,2
Rounders,3.3333333333333335,9
Royal Kill,3.8333333333333335,6
Rubber,4.0,1
Ruby in Paradise,3.5454545454545454,11
Rudderless,3.2857142857142856,7
Rugrats Go Wild,3.269230769230769,13
Rugrats in Paris: The Movie,3.5,2
Rumble in the Bronx,3.25,6
Run All Night,3.5317460317460316,63
Run Lola Run,4.25,4
"Run, Fatboy, Run",2.8214285714285716,28
"Run, Hide, Die",3.25,8
Runner Runner,3.3253968253968256,63
Running Forever,3.75,6
Running Scared,3.1666666666666665,3
Running with Scissors,3.5,2
Rush,3.5,5
Rush Hour 2,3.5342465753424657,73
Rush Hour 3,3.696,125
Rushmore,4.166666666666667,6
Rust,2.7857142857142856,14
S.W.A.T.,2.4166666666666665,6
Sabotage,3.9393939393939394,33
Safe,3.1538461538461537,26
Safe Haven,3.3076923076923075,13
Safe House,3.494565217391304,92
Safe Men,3.171875,32
Safety Not Guaranteed,4.1,5
Sahara,3.0,32
Saint John of Las Vegas,3.125,12
Saint Ralph,3.323529411764706,17
Saints and Soldiers,0.75,2
Salt,4.018867924528302,106
Salton Sea,4.0,9
Salvador,3.125,4
Salvation Boulevard,3.5,7
Samantha: An American Girl Holiday,3.142857142857143,7
Samsara,3.0,8
San Andreas,3.6962025316455698,79
Sanctuary: Quite a Conundrum,3.4,5
Sanctum,3.1,5
Sands of Iwo Jima,3.625,4
Sarah's Key,3.642857142857143,7
Sardaarji,3.0,4
Sausage Party,2.8529411764705883,17
Savage Grace,3.75,4
Savages,3.9642857142857144,28
Save the Last Dance,3.861111111111111,18
Saved!,2.1666666666666665,15
Saving Face,3.25,2
Saving Mr. Banks,3.3333333333333335,30
Saving Private Perez,3.25,6
Saving Private Ryan,2.883720930232558,43
Saving Silverman,3.3,5
Savva. Heart of the Warrior,3.5,4
Saw,2.6,5
Saw II,3.2045454545454546,44
Saw III,3.375,4
Saw IV,2.75,8
Saw V,3.2916666666666665,12
Saw VI,2.3333333333333335,3
Saw: The Final Chapter,3.125,12
Say It Isn't So,2.0,4
Scarface,4.069444444444445,36
Scary Movie 2,2.5,1
Scary Movie 3,2.625,12
Scary Movie 4,3.5454545454545454,22
Scary Movie 5,4.029411764705882,17
Schindler's List,5.0,1
School Daze,3.6666666666666665,3
School for Scoundrels,3.4166666666666665,12
School of Rock,2.6,5
Scooby-Doo,3.631868131868132,91
Scooby-Doo 2: Monsters Unleashed,2.8181818181818183,11
Scoop,3.0,1
Scott Pilgrim vs. the World,3.08974358974359,39
Scott Walker: 30 Century Man,4.75,2
Scream,2.9166666666666665,6
Scream 3,3.5,4
Scream 4,3.4642857142857144,42
Screwed,3.5,2
Scrooged,3.3728813559322033,59
Se7en,2.54,25
Sea Rex 3D: Journey to a Prehistoric World,3.5833333333333335,6
Sea of Love,3.1379310344827585,29
Seabiscuit,3.5,1
Secondhand Lions,3.9140625,64
Secret Window,4.0,1
Secret in Their Eyes,4.269230769230769,39
Secretariat,3.361111111111111,18
Secretary,3.426470588235294,34
See Spot Run,4.0,7
Seed of Chucky,3.0,2
Seeking a Friend for the End of the World,3.6931818181818183,44
Selena,3.4705882352941178,17
Self/less,2.5,8
Selma,3.526315789473684,38
Semi-Pro,2.8035714285714284,28
Sense and Sensibility,3.8333333333333335,3
September Dawn,1.875,4
Serendipity,3.8823529411764706,17
Serenity,2.8333333333333335,6
Serial Mom,2.3333333333333335,9
Serving Sara,2.75,4
Session 9,3.75,6
Set It Off,4.5,3
Seven Pounds,4.157608695652174,92
Seven Psychopaths,2.7,15
Seven Samurai,3.0,3
Seven Years in Tibet,2.409090909090909,11
Seventh Son,3.219178082191781,73
Severance,3.0625,8
Sex Drive,3.9444444444444446,36
Sex Tape,2.9166666666666665,12
Sex With Strangers,1.6666666666666667,6
Sex and the City 2,2.8783783783783785,185
"Sex, Lies, and Videotape",2.6666666666666665,3
Sexy Beast,3.625,4
Sgt. Bilko,2.625,4
Shade,3.4583333333333335,12
Shadow Conspiracy,4.214285714285714,7
Shadow of the Vampire,2.0,3
Shadowlands,3.1,10
Shaft,3.6666666666666665,15
Shakespeare in Love,1.5,1
Shalako,1.9,5
Shall We Dance?,1.1666666666666667,3
Shallow Hal,3.95703125,128
Shame,3.0,6
Shanghai Calling,2.8,5
Shanghai Knights,2.9047619047619047,21
Shanghai Noon,2.5,2
Shanghai Surprise,3.25,2
Shaolin Soccer,3.5,7
Shark Lake,4.0,2
Shark Night,2.1666666666666665,3
Shark Tale,3.5,4
Sharknado,3.0,15
Sharkskin,2.5,2
Shattered Glass,3.75,2
Shaun of the Dead,2.0,1
She Done Him Wrong,3.3333333333333335,3
She Wore a Yellow Ribbon,3.7,5
She's All That,3.25,2
She's Gotta Have It,4.666666666666667,3
She's Out of My League,3.875,32
She's the Man,3.2,20
She's the One,4.0,2
Sheena,2.5,2
Sherlock Holmes,3.020408163265306,49
Sherlock Holmes: A Game of Shadows,3.4473684210526314,19
Sherrybaby,2.9,5
Shin Godzilla,3.5652173913043477,46
Shine,3.625,16
Shinjuku Incident,3.0238095238095237,21
Shipwrecked,3.7142857142857144,7
Sholem Aleichem: Laughing In The Darkness,3.375,8
Shooter,3.638888888888889,18
Shooting Fish,3.6,5
Shopgirl,4.0,1
Short Cut to Nirvana: Kumbh Mela,3.9,5
Shortbus,3.0,3
Shorts,4.107142857142857,28
Shotgun Stories,3.5297619047619047,84
Should've Been Romeo,3.125,4
Show Boat,2.5,2
Show Me,2.90625,16
Showdown in Little Tokyo,3.75,12
Showgirls,3.05,10
Shrek 2,2.5,1
Shrek Forever After,3.114503816793893,131
Shrek the Third,2.5,1
Shutter,3.0714285714285716,7
Shutter Island,3.6984126984126986,63
Sicario,3.5,5
Sicko,3.5,1
Side Effects,3.8,10
Sideways,3.75,4
"Signed, Sealed, Delivered",3.875,8
Signs,4.049107142857143,112
Silent Hill,2.772222222222222,90
Silent Hill: Revelation 3D,3.546875,32
Silent House,3.0,2
Silent Movie,2.0,3
Silent Running,2.6666666666666665,3
Silent Trigger,3.925,20
Silmido,3.5,2
Silver Linings Playbook,3.2916666666666665,24
Silver Medalist,3.1666666666666665,3
Silverado,3.0,6
Simon Birch,3.9186046511627906,43
Simply Irresistible,2.1666666666666665,3
Sinbad: Legend of the Seven Seas,4.194444444444445,18
Singin' in the Rain,2.0,1
Sinister,3.3,5
Sinister 2,3.5,12
Sisters in Law,3.6818181818181817,11
Six Days Seven Nights,4.111111111111111,126
Six-String Samurai,4.5,5
Skin Trade,3.2,20
Sky Captain and the World of Tomorrow,2.375,4
Sky High,4.0,4
Skyfall,3.898009950248756,201
Skyline,4.25,10
Slacker,4.5,9
Slacker Uprising,3.25,8
Slackers,3.8333333333333335,3
Slam,5.0,1
Sleep Dealer,2.75,4
Sleep Tight,4.066666666666666,15
Sleeper,2.75,2
Sleepers,3.1964285714285716,28
Sleepover,4.0,3
Sliding Doors,3.142857142857143,7
Sling Blade,3.0,9
Slither,2.1363636363636362,11
Slow Burn,3.707547169811321,159
Slow West,3.3333333333333335,3
Slumdog Millionaire,4.125,24
Slums of Beverly Hills,3.25,12
Small Apartments,4.5,3
Small Soldiers,2.25,4
Small Time Crooks,3.375,4
Smiling Fish & Goat On Fire,3.0,1
Smilla's Sense of Snow,3.342857142857143,35
Smoke Signals,3.272727272727273,11
Smokin' Aces,3.4615384615384617,13
Snake Eyes,2.533333333333333,15
Snakes on a Plane,4.0,1
Snatch,4.205882352941177,17
Snitch,2.9,10
Snow Angels,4.044444444444444,45
Snow Day,3.3055555555555554,18
Snow Dogs,3.792682926829268,82
Snow Falling on Cedars,3.5714285714285716,7
Snow Flower and the Secret Fan,3.7954545454545454,22
Snow White and the Huntsman,2.9615384615384617,13
Snow White and the Seven Dwarfs,3.5,1
Snow White: A Deadly Summer,4.041666666666667,36
Snow White: A Tale of Terror,2.3125,16
Snowpiercer,2.875,4
Solaris,3.8255813953488373,43
Soldier,2.98,50
Solitary Man,3.125,8
Solomon and Sheba,3.0,3
Some Guy Who Kills People,3.9444444444444446,9
Some Like It Hot,3.642857142857143,7
Someone Like You...,2.6,10
Something Borrowed,3.8333333333333335,6
Something Wicked,1.75,2
Somewhere,3.5833333333333335,24
Somewhere in Time,2.2,5
Son of God,3.125,12
Son of the Mask,3.935483870967742,31
Song One,4.0,3
Songcatcher,3.9166666666666665,18
Sorcerer,3.6,5
Sorority Boys,4.0,2
Sorority Row,4.0,4
Soul Food,3.25,4
Soul Kitchen,3.375,12
Soul Men,3.8043478260869565,23
Soul Plane,3.8333333333333335,3
Soul Surfer,3.361111111111111,18
Soul Survivors,2.9318181818181817,22
Sound of My Voice,3.625,4
Source Code,3.6363636363636362,44
"South Park: Bigger, Longer & Uncut",3.375,20
Southland Tales,3.7857142857142856,7
Southpaw,3.8207547169811322,53
Space Battleship Yamato,2.75,4
Space Chimps,3.509433962264151,53
Space Cowboys,3.0,17
Space Dogs,4.113636363636363,22
Space Jam,3.5,1
Space Pirate Captain Harlock,3.6666666666666665,6
Spaceballs,4.142857142857143,7
Spaced Invaders,3.85,10
Spanglish,3.0434782608695654,46
Sparkle,3.0609756097560976,41
Sparkler,3.5,18
Spawn,3.55,10
Special,3.4285714285714284,14
Species,3.727272727272727,11
Spectre,3.5294117647058822,34
Speed,3.4615384615384617,13
Speed 2: Cruise Control,3.0,1
Speedway Junky,3.75,12
Spellbound,4.0,2
Sphere,2.6666666666666665,12
Sphinx,3.0,2
Spice World,4.0,1
Spider,3.1,25
Spider-Man,3.8958333333333335,72
Spider-Man 2,3.0,1
Spirit: Stallion of the Cimarron,4.086956521739131,161
Splash,2.875,8
Splice,2.58,25
Split Second,3.0,3
Spotlight,3.1956521739130435,23
Spring Breakers,3.5,4
Spun,2.8815789473684212,38
Spy Game,4.0,1
Spy Hard,3.5166666666666666,30
Spy Kids,3.46,50
Spy Kids 2: The Island of Lost Dreams,3.2916666666666665,36
Spy Kids 3-D: Game Over,2.590909090909091,11
Spy Kids: All the Time in the World,2.0,3
St. Trinian's,4.0,2
St. Vincent,3.760869565217391,23
Stake Land,3.991228070175439,57
Stan Helsing,2.25,4
Stand by Me,3.1666666666666665,6
Standard Operating Procedure,1.875,4
Standing Ovation,3.5,2
Star Trek,4.177884615384615,104
Star Trek Beyond,3.3380281690140845,71
Star Trek II: The Wrath of Khan,2.59375,16
Star Trek III: The Search for Spock,3.227272727272727,11
Star Trek IV: The Voyage Home,3.8392857142857144,28
Star Trek Into Darkness,3.231707317073171,41
Star Trek V: The Final Frontier,2.95,10
Star Trek VI: The Undiscovered Country,2.5,1
Star Trek: First Contact,2.0,1
Star Trek: Generations,3.467741935483871,31
Star Trek: Insurrection,1.5,1
Star Trek: Nemesis,3.823529411764706,17
Star Trek: The Motion Picture,3.7916666666666665,12
Star Wars,3.6666666666666665,3
Star Wars: Clone Wars: Volume 1,3.6666666666666665,3
Star Wars: Episode I - The Phantom Menace,2.9166666666666665,18
Star Wars: Episode II - Attack of the Clones,2.8333333333333335,3
Star Wars: Episode III - Revenge of the Sith,4.5,1
Stardust,3.3666666666666667,30
Stargate: The Ark of Truth,3.5,8
Starsky & Hutch,4.5,3
Starsuckers,2.75,10
State Fair,3.5,4
State of Play,3.360655737704918,61
Stay Alive,3.9361702127659575,47
Stealing Harvard,3.3333333333333335,12
Stealth,3.6923076923076925,13
Steamboy,3.086206896551724,29
Steel,3.0,1
Step Brothers,3.25,10
Step Up,2.8125,8
Step Up 2: The Streets,2.7777777777777777,9
Step Up 3D,3.611111111111111,45
Step Up Revolution,3.066666666666667,15
Stepmom,3.2358490566037736,53
Steppin: The Movie,3.5,2
Steve Jobs,3.2857142857142856,7
Stick It,3.5,3
Stiff Upper Lips,4.5,2
Stigmata,3.7432432432432434,37
Still Alice,4.204545454545454,154
Stir of Echoes,3.1,5
Stitches,4.5,1
Stoker,2.9,5
Stolen,3.772727272727273,22
Stolen Summer,3.75,4
Stomp the Yard,3.7142857142857144,7
Stone,3.3333333333333335,30
Stone Cold,2.5,3
Stonewall,4.375,4
Stop-Loss,3.5,1
Stories of Our Lives,3.75,2
Stormbreaker,2.5172413793103448,29
Straight A's,4.0,2
Straight Out of Brooklyn,4.3,10
Straight Outta Compton,3.9711538461538463,52
Straightheads,4.277777777777778,9
Stranded,3.5,2
Strange Wilderness,3.9285714285714284,7
Stranger Than Fiction,3.0,7
Strangerland,3.21875,32
Straw Dogs,3.3333333333333335,3
Street Fighter,4.3,5
Street Fighter: The Legend of Chun-Li,3.0555555555555554,9
Street Kings,3.597826086956522,46
Stripes,3.25,6
Striptease,3.690909090909091,55
Stuart Little,3.691588785046729,107
Stuart Little 2,3.3333333333333335,171
Stuck on You,2.75,4
Stung,2.6,5
Subconscious,2.357142857142857,7
Sublime,3.25,4
Submarine,4.5,3
Subway,2.6666666666666665,6
Sucker Punch,2.980769230769231,52
Sugar Hill,2.5,29
Sugar Town,2.7142857142857144,7
Suicide Squad,3.693840579710145,276
Summer Catch,4.083333333333333,6
Summer Storm,2.0,2
Summer of Sam,3.0232558139534884,43
Sunday School Musical,2.590909090909091,22
Sunshine,2.9456521739130435,46
Sunshine Cleaning,3.4782608695652173,23
Sunshine State,3.357142857142857,7
Super,3.5833333333333335,6
Super 8,3.423076923076923,13
Super Hybrid,2.5,2
Super Mario Bros.,3.5416666666666665,12
Super Size Me,3.09375,16
Super Troopers,2.3333333333333335,3
Superbabies: Baby Geniuses 2,3.125,4
Superbad,2.8333333333333335,6
Supercapitalist,4.0,2
Supercross,3.1923076923076925,13
Superhero Movie,3.6041666666666665,24
Superman,3.05,10
Superman II,3.8260869565217392,23
Superman III,3.106060606060606,33
Superman IV: The Quest for Peace,3.7289156626506026,83
Superman Returns,3.0520833333333335,48
Supernova,4.169811320754717,53
Superstar,4.4,5
Supporting Characters,3.4583333333333335,12
Surf's Up,3.7962962962962963,54
"Surfer, Dude",4.0,3
Surrogates,3.261904761904762,21
Survival of the Dead,3.4545454545454546,33
Survivor,2.642857142857143,14
Suspect Zero,2.5,5
Sweet Charity,3.625,4
Sweet Home Alabama,3.772727272727273,44
Sweet November,3.0208333333333335,24
Sweet Sweetback's Baadasssss Song,4.0,1
Swelter,4.6,5
Swept Away,3.625,8
Swimfan,2.697674418604651,43
Swimming Pool,4.0,1
Swing Vote,2.5869565217391304,23
Swingers,4.333333333333333,3
Switchback,3.403225806451613,31
Swordfish,3.9537037037037037,162
Sydney White,3.625,4
Sympathy for Lady Vengeance,0.5,1
"Synecdoche, New York",3.0,1
Syriana,3.376923076923077,65
TMNT,5.0,1
TRON: Legacy,3.188679245283019,53
Ta Ra Rum Pum,3.95,10
Tadpole,4.037735849056604,53
Tae Guk Gi: The Brotherhood of War,3.1,5
Take Me Home Tonight,3.625,4
Take Shelter,1.9,5
Take the Lead,4.170967741935484,155
Taken,4.0227272727272725,22
Taken 2,3.932584269662921,89
Taken 3,2.3076923076923075,13
Takers,3.1785714285714284,14
Taking Woodstock,4.5,2
Tales from the Crypt: Demon Knight,3.5,17
Tales from the Hood,3.25,6
Talk Radio,3.0,4
Talladega Nights: The Ballad of Ricky Bobby,2.727272727272727,11
Tammy,3.8181818181818183,11
Tangled,3.8529411764705883,51
Tango,2.25,4
Tango & Cash,3.625,36
Tank Girl,2.8333333333333335,3
Tanner Hall,2.5,2
Tarnation,2.8214285714285716,14
Taxi to the Dark Side,4.0,1
Taxman,3.25,2
Tea with Mussolini,3.2,5
Teacher's Pet,3.0,8
Team America: World Police,3.8194444444444446,36
Tears of the Sun,3.0476190476190474,21
Ted,3.289473684210526,19
Ted 2,3.423076923076923,13
Teen Wolf Too,3.4166666666666665,6
Teenage Mutant Ninja Turtles,3.227272727272727,11
Teenage Mutant Ninja Turtles III,3.75,20
Teenage Mutant Ninja Turtles: Out of the Shadows,4.3604651162790695,43
Teeth,2.8,5
Teeth and Blood,3.7777777777777777,45
Terminator 2: Judgment Day,3.0231481481481484,108
Terminator 3: Rise of the Machines,3.4069767441860463,43
Terminator Genisys,3.5714285714285716,42
Terminator Salvation,3.0,1
Texas Chainsaw 3D,3.340909090909091,22
Texas Rangers,3.676470588235294,17
Thank You for Smoking,3.0,5
That Awkward Moment,2.9375,8
That Thing You Do!,3.0,4
That's My Boy,3.5866666666666664,75
The 13th Warrior,2.0,3
The 33,3.5,5
The 40 Year Old Virgin,1.5833333333333333,6
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,4.033333333333333,15
The 51st State,3.0,2
The 5th Quarter,3.5921052631578947,38
The 5th Wave,3.875,4
The 6th Day,3.319277108433735,83
The Abyss,3.0454545454545454,11
The Act of Killing,3.625,20
The Addams Family,3.8333333333333335,6
The Adjustment Bureau,3.3157894736842106,38
The Adventurer: The Curse of the Midas Box,3.4,5
The Adventures of Elmo in Grouchland,3.789473684210526,19
The Adventures of Ford Fairlane,3.5,14
The Adventures of Huck Finn,3.5,7
The Adventures of Pinocchio,3.3125,8
The Adventures of Pluto Nash,3.1,15
The Adventures of Rocky & Bullwinkle,4.214285714285714,7
The Adventures of Sharkboy and Lavagirl,3.8285714285714287,35
The Adventures of Tintin,4.079268292682927,82
The Age of Adaline,2.9166666666666665,6
The Age of Innocence,3.3947368421052633,19
The Alamo,3.532608695652174,46
The Algerian,2.0,9
The Amazing Catfish,3.3333333333333335,12
The Amazing Spider-Man,3.4612403100775193,129
